customerName,customerId
nercsol.com,f28fde83-2d8d-42de-80e1-5db728e79608
Coffor Construction Technology Pvt. Ltd.,a755d5a3-cce3-4542-96a4-7553d37b9795
Mount Meru India Private Limited,e0ddfc04-1a1b-49a8-b49b-1219cbce3a12
"ABAL Technologies, Inc",f2c85d6a-62db-46d1-b951-74f01f761c62
Ama Travels Services,6bf5d35b-aa9c-4dfd-bc9c-d8ed9f513605
Green Turtle Gaming Technologies Private Limited,ec0945cb-4579-4675-b109-84bcf18e584d
Aapkapainter Solutions Pvt Ltd,b05d8285-01a8-496a-9ee6-b0440e69121c
Itellisecure Pvt Ltd,f3097a84-4ace-4324-afa1-677fc1a0269b
Flink Analytics & Insights Pvt. Ltd.,2753c366-f28b-473d-8edb-8bfa38122738
Nutridose,382f2d38-e8ca-4a7c-b092-482bb40b8d12
Stargatefitout,0cee7365-f06b-4b17-b738-1fa7a06abdd5
Blupace India Pvt Ltd,4e7e35b0-ec14-4957-b781-08c7084686ed
SANKALP PLACEMENTS INDIA LLP,936ac3ec-affd-4dac-a334-bf7592099031
Vamshikrishna K,d34463a2-2bef-44d2-b368-4345a8c639fc
Poonam IT Consulting Services Private Limited,c1cfb927-ffe1-46f6-8528-525e9eec8be5
Kalloor Electronics and Lighting Pvt Ltd,48fb947f-4844-4f9f-b0af-6d4c394838a1
Nablasol Digital Services Pvt. Ltd,f75fd5f6-a53e-4609-9f4f-7c136f2e5192
Hocon Technologies India Pvt Ltd,91ef69d1-4954-47c4-8129-49d7dd78be2b
SUPERNAL INFOTECH PRIVATE LIMITED,02dd6b24-0b87-456a-b7de-c34818d86755
KANTHERI Consulting Pty Ltd,e852a041-4880-46b2-9abe-cd3deae4b2ed
aquilasoftware.com,3ca74a86-126a-42ca-8ba9-150f68b1fa72
Recorp Global Services Pvt Ltd,2d6ebee9-8ab9-454c-a108-24b93b00c9c6
NOVASTRID IT VENTURES PRIVATE LIMITED,4075ee8c-f28e-41f4-a931-a27464c942a6
Alliant Technologies,1adb8d3f-7237-43e5-a428-19cba4eefcec
Propel Technology Group,a8df62d0-eea9-44ce-b4a2-65baa6380fe4
vCentriCloud Service,33b4e102-7a36-4499-a7d0-4e90a1f1f9ac
Cloud Fulcrum India Private Limited,bb612c49-03be-4da1-9974-49f0c8704eb8
MOUNT MERU INDIA PRIVATE LIMITED,36e4257d-9227-49a5-96b8-f4b2ad28e8bc
Krijay Technologies Private Limited,eadca27c-2765-4298-ac99-0fa9b16f9c29
R & M INFRASTRUCTURE,486f361e-20de-4e00-87e5-47b9b9b52a8a
Kayoma Trading Pvt. Ltd,046b18a8-d449-4824-80c0-61f56692514a
iLenSys Technologies Private Limited,ac7a9f9c-24b9-4e86-98ec-e26905ac758d
Zluri,ff4975bd-04f5-4438-9cdf-1db944df4fa3
Tatva Legal,2338007a-268c-4368-9355-a612e1015860
mafclothing.com,712b62b6-d8f0-4c72-8aab-51ebbc13003d
Excel Industrial Packagings Pvt Ltd,01d4029b-ac2e-48db-9008-220f92749703
Synthesis Solutions LLP,76d5d933-2ddc-40cb-a89f-0c4cd5964319
Simplilearn Solutions Private Limited,c3f7cc15-d4ca-47bc-b473-130e34e9e706
CFR Rinkens,0f940520-4914-4c04-9880-09e36f254607
Ncourage Social Enterprise Foundation,b67412ef-1889-4dc8-bddd-738df7f1d059
Appcilious Private Limited,b9c072cd-b8e1-4ef4-9c90-63c586049dfb
Goldstone Technologies Limited,a21fb5ca-d2bd-4ebb-b624-dc91a41aec88
ATC Online LLP,6383834a-cd30-42d9-85eb-11a5cac5e967
Innovation IT Solutions,d69fd9d5-b000-49b5-b8f7-5591f21c0f89
Reliable Fashions India Pvt Ltd.,e10ecc39-e13b-4cc7-a7e9-a7f8b6e5721b
Rydot Infotech Pvt. Ltd,b6314c72-0369-4c22-8b1d-3875f89d952b
Vector India Pvt Ltd,ec068de5-c079-4692-9e9a-62d63332ad65
COEXLION PRIVATE LIMITED,fdc5747b-eaed-439e-9ff1-4d5d13074c72
Maventic Innovative solutions Private Limited,21ca924c-9299-4e89-a854-60a5e1f59343
Bodhtree Consulting Limited,8e798093-a1fa-454c-b6d1-12e4b18168b3
Hibiz Solutions and Consultants,7ba118fb-fa31-45b6-918a-24dd21e641db
ATC Online LLP,de4a7d22-8278-420d-a7bc-2dbd213ef2a5
Studio Parametric architects (India) Pvt Ltd,4c75d0ca-6dc7-4b64-8c2f-080c49a8ceae
Anxilla,b058d3be-6f6a-406c-bab2-bdf9aff6eeb5
Krijay Technologies Private Limited,11b502b1-1c02-4642-b87a-cd6da68556a1
Aquil Media,d9c3e67a-7221-402f-8b95-b063b6967dfc
Gurutwa Infotech Private Limited,9c042c7d-66d4-43d4-928d-131abb340587
MOUNT MERU INDIA PRIVATE LIMITED,24067079-ff6a-4c4e-a5de-7c5ac7ddf4d8
SysCAD Engineering Pvt Ltd,caba9172-8743-43a5-9abb-a0165c087343
BRIJ RAJ MOTORS (P) LTD,dea6265e-1140-49f7-bec3-d14630457613
General Manufacturing corporation,e00e3497-df91-4c9e-b762-864c16b3d132
Sukino Healthcare Solutions Pvt. Ltd,44df5d58-d3b7-430f-88f2-39b781789225
ADITYA PARK HOTEL,c427fb46-58b8-463f-ba1d-54be8cfa49da
TMSFIRST,190f331f-9a12-49f1-86d4-e2236d49804b
Matdun Labs India Private Limited,8567b904-c1e3-4510-8d5a-1d9ae8a7e1b7
New India Finvest Pvt. Ltd,3c16e140-8ac7-4259-929c-7814b3329dee
Naprod Life Science Pvt Ltd,44e27690-1d9d-4de0-9e3c-88afb7e8fb63
Rivardynamics,1f2c59ba-3d04-403d-aa29-fa93631ff8d2
"Jain Vicky & Co., Chartered Accountants",b03833d5-1303-4a0c-a221-f63b9026a965
Vestrics Solutions Private Limited,01384a9c-6858-43f0-921c-389974016c80
Med Clad,4baeaf7c-90ad-41df-a988-47770f4228f2
Movell Solutions,fce18682-891b-4f69-af33-ce78f3b8f411
Tatva Legal,04ef952a-d3ab-467d-ae80-e5789bd8cbb8
95 Techno,480fca7d-8a76-475e-a12c-a1cb37b3cc65
Mount Meru India Private Limited,fde3de8b-c506-4d28-974e-01edfbf8dfc3
Clustrhub Computing India Pvt. Ltd,d35dc3ea-d9f7-4a05-a3f2-453f5e6a7e29
CloudFulcrum India Private Limited,bb612c49-03be-4da1-9974-49f0c8704eb8
TechRobots Inc,bf69e7f5-a820-465b-9f07-7bccda1d4de7
Blubirch,6e8a1d58-b415-49f3-8036-aa970787e57a
Midas Management and Research,e6bd6cbd-5bbc-46f9-b7f6-315072511a61
Pellets Pharma Limited,bcb372de-9455-47a6-8eaa-20781d161d26
J V N & Co LLP,b03833d5-1303-4a0c-a221-f63b9026a965
LEAD RETRIVAL SERVICE,a63b5174-5b82-48a1-a4a3-0105040a5d19
DYNAMIC CODE SWITH,cef6b0c0-451f-4ee8-882d-f5b1e8eb4dfa
QA EDUCATION SOLUTIONS PRIVATE LIMITED,e1c04985-a9ee-4d33-bfe8-59ac7bf128e8
20Cube Logistics Solutions Private Limited,7c719e03-ae8e-4662-8924-7930e384b76b
Baghirathi Travel Solutions Private Limited,8d82ff7b-2002-40d9-a7e2-15e92d8d3d45
Eldershelf Retail Private Limited ,49c56393-7637-4a10-8418-6e02106fa03c
Q One Services,be733096-f969-4ba5-84a7-c3fd644715f8
Eram Power Electronics Private Company,2a0c0822-380f-431f-9f0c-e8f80a48d536
AMN Lifescience Pvt Ltd,a3a5d917-12bb-4d32-98ee-2ed650152c31
VENTURESATHI BUSINESS SERVICES LLP,f52f5987-c652-4aab-a939-bf8d0eee9958
Best Apps Business Solutions Pvt Ltd,9d3c49d7-dc9e-44e4-918a-bf924eb68c39
POLYMATECH ELECTRONICS PRIVATE LIMITED,4fbbaafa-658c-4d28-9bef-d371b5e79dc7
Uttam Blastech Pvt Ltd,a494a44a-eff1-4539-a7b0-b72e2836536c
Bellala and Raghavendra,52b94fc6-dcea-4ff4-bc93-1ed6ff97034b
Worivo Advisors,eaed316e-201f-4727-bd27-c29c17344822
SANGUINE SUPPLY CHAIN SOLUTIONS LLP,24ae6f40-110a-4c96-9072-6e10ef4913a1
PANJI ENGINEERING PRIVATE LIMITED,b1a8bd4e-2a92-43e2-8d42-cab5832ff379
Sanjay Wood Packers Pvt Ltd,a5c8bca9-4e06-4d8e-a970-ad730c496f20
Pennywise Solutions Private Limited,28daf73d-021c-4763-9302-44fd8f8f032f
Randhawa Construction Private Limited,5c7f619a-4bc1-490f-82a6-9cf1a3255813
NOVA GRAPHICS LLP,421eacef-c66a-49b8-9896-6c38676f2f4a
Indiyum Foods Pvt. Ltd,41a17981-ef53-42eb-9359-03b585a05b81
ACRANNOLIFE GENOMICS PRIVATE LIMITED,a79ee615-e9bc-4b2f-8067-fd2574e45b48
RAO AND PRADEEP,d52d9d41-cc63-40fd-876f-c60c6715f8d5
Fertis India Private Limited,5ce8a875-1057-4b7f-8460-177db446e588
QUADRILLION FINANCE PRIVATE LIMITED,36d38ca7-efa5-484d-ad5c-414f69a61254
Centre For Good Governance,6dbb47a6-e717-47a5-9d80-384de4606341
Master Tax Accounting Services LLP,eadca27c-2765-4298-ac99-0fa9b16f9c29
Sharechat,6bcfd823-ea42-4b31-8dbf-c48748040e6c
Leiutis Pharmaceuticals Pvt. Ltd,5b4d32e7-5c25-48ec-8ad4-769d5ecf2f93
Tejora Private Limited.,8fa13ba4-5080-4e93-b14d-5a3f469d2e6d
D-Proc,629bacc8-4dab-472e-9969-c133d3ea05c3
"J V N & Co., Chartered Accountants",b03833d5-1303-4a0c-a221-f63b9026a965
FREIGHT MODAL SHIPPING AND LOGISTICS PRIVATE LIMITED,80706d7e-5e7f-4257-bdce-6379b90ece0f
Center For Safety Training,167d6905-221f-41a7-b9f0-9ad6c614ecc1
Alekas Solutions Private Limited,0bd62395-468a-4c07-95aa-35c1cd3b0abd
Peninsular Maritime India Pvt. Ltd.,d7ae9c58-7717-41a9-ab9a-c23ecde2d34f
Gretel Network Of Aircrafts & Turbine Engines Aviation Pvt Ltd,b9c1a449-ce1e-4b3f-82ed-e8110abbe5c1
TRDFIN Support Services Private Limited,b7074539-f392-47c7-abae-af989427bc50
Retrofitting & Repair Consulting Services Pvt Ltd,e9d6cd42-0185-46d5-8ec3-6f371b39a17f
Hedge & Sachs,b0d6f1d6-bbdf-4228-9ae6-a1f7a3dde4c6
Value Relay Private Limited,d80f4856-6e03-4334-80c1-d05526f728f6
Avniro Technologies PTE LTD,e4e0f1de-d9b6-4dc3-9f95-f94d4489ab33
Market Mirror ,89b31467-e606-445f-aaa0-519ebb50410f
Ladida,8e263538-65ba-4ce0-a9d5-ca0b2bff8410
Quest InfoTech Solutions,e7971990-0829-4328-9e7f-f41300d4a5b2
COUNSELINDIA SERVICES PRIVATE LIMITED,437f99cc-7708-4608-a8fe-93d4eb5b48e5
OneZeroOne Technologies (OPC) Pvt Ltd,4dcc125d-8f3c-46ef-8dc1-56623a8016a9
CHN TECHNOLOGIES,81ab85ba-d27a-4f02-a25a-216ba42daa77
A S AMARANATH & CO.,de780cb9-c840-4487-9db5-dbf74043e690
Asfath Ahamed,f5d98626-370c-49d7-8632-b7856ef89726
vCentriCloud Service,b3c1c149-7eac-4058-b686-48f6ea6548ba
ASTRA OVERSEAS EDUCATION CONSULTANCY PVT LTD,97394fee-93b1-4849-b578-368d501fbd7c
CreativeXperts Consulting Private Limited,e852a041-4880-46b2-9abe-cd3deae4b2ed
Smart Building Engineering,c136cbfe-3e24-4d55-b0b8-d95a9682cf2c
Tranquil Web Solutions,ec34e25a-adf0-46be-9262-021949e07b27
Raman Solutions,9205680a-8883-4fdf-a531-31301eb8fadd
Channelsoft IT Services Pvt Ltd,64f49650-fb4e-4fe8-9b8e-346049b4c66f
Dyota Dance Arena,c2c536b2-1caa-4432-921f-47c299053ea9
RAAS INFO SOLUTIONS PRIVATE LIMITED,4b07d103-d00d-4685-9945-9d05d86a2b44
Go Digital Path,82c35a46-fd26-44d3-ab93-8e3d84e44ffb
Ignitz Solutions Private Limited,2688b3a6-db0c-404e-b04f-19b7ec8806bb
DeDote,b11e02ad-d371-4f5b-8cef-f2346c4c35a2
Epixel Web,e227a107-2239-40d3-9b86-9c463cebdde0
YOKOHAMA INDIA PRIVATE LIMITED,7479bd66-76ba-4f37-b420-1f22ca9bb722
trin.co.in,647bebba-1322-4348-9507-0932b989da7c
ICAR-National Academy of Agrcultural Research Management,80d683dc-62ab-44fb-974b-5defaf207be0
Spell Consultancy Services,8bf8dceb-edd1-4198-9610-8a209fe7302f
Silvo Cale Techno Private Limited,6f84e204-9ce0-4c52-994b-d4cd9b8a432c
Melody Studios,928c26dc-d42d-41a7-a7a9-0d6a2453fe1a
Onezeroone Technologies Private Limited,79e5cf11-beb5-48b7-a24d-5aa14a9ea9fd
Skalence Technologies,d6e07dd9-0c93-47d8-adf5-7f1e8c6f8394
CHN TECHNOLOGIES,65827ef6-0822-4c14-a7ca-5b1114ce8b7f
Biba Apparels Pvt Ltd,2304b266-8fea-47d5-b923-c34055290745
TRDFIN Support Services Private Limited,33805c0f-c981-46ad-b0fc-90b761514f7e
PAISAPLAN FINANCIAL SERVICES PRIVATE LIMITED,0ab43d13-be94-443a-9257-6dfc072df467
trroyls.in,e7067c36-169b-45f5-bc6a-130d12a958b5
pressfitindia.com,472b5699-5cb4-47b8-8ea4-4b474599aaf3
Nitya Software Solutions Inc,ada8f7d6-a4c9-4d8e-9ac5-744da359793d
Crown Magnesium,627ecd83-b17d-4a79-9023-0ad7aa9b7e1d
P.B.L TRANSPORT CORPORATION PRIVATE LIMITED,5a55ae01-a585-4c93-8221-d3a7ec488ee9
LOGITRAD,dd9820b0-f3ee-40db-9de4-803ab9c021ca
INSOFE Education Pvt.Ltd.,89bd71aa-1534-469d-a7ce-887df7a3487a
Raw Edge Industrial Solutions Limited,2e01698f-833f-48d6-b52f-25370304a6df
Renaatus Projects Private Limited,49afc7fb-433c-425f-b0d6-cb81544081f8
Mount Meru India Pvt. Ltd.,3ee3de65-e823-4509-bc25-ddb1b7d17c81
Laxmi Infobahn Private Limited,02c4457a-a5d2-4c87-8d55-236936fadd37
Mount Meru India Pvt. Ltd.,a39a820d-8e7b-4f67-99e4-a603d6932fe1
Mount Meru India Pvt. Ltd.,5c30478e-e939-4888-a8e7-664f5bef7165
Aisin Automotive Karnataka Pvt Ltd,b4b3770e-e1ac-4df8-a50c-f13b12767e68
Mount Meru India Pvt. Ltd.,b079e5b7-39b1-44e6-a3df-3ad75d27749f
Pixelonicmedia llp,b9d10a00-6e5a-4a87-b0b3-f0df7a3ac351
ITISH Business Solutions,ba832f38-d35f-4863-ba4f-81f595fae927
MainStay People Consulting LLP,f293b4a7-98fb-49ce-a8ce-e462488a8b8f
Browser Contacts,b6ec5dc9-485d-417a-ac0b-3908c728fa84
Gavan designs,1b2a5919-5ac1-4f41-8687-a2d2b3a4dac0
BASIL BIOSOLUTIONS,348779c1-1fae-415f-a60e-bc6db11476b5
Brochill internet pvt Ltd,db1b77a2-f00c-436b-9305-2a5b5b44fb44
ATC Publishers LLP,6383834a-cd30-42d9-85eb-11a5cac5e967
ITCC,aefe51b0-2009-4c72-987d-03988faf99d6
PATEL & GUPTA CA,5353f6f0-6961-4cce-ad9b-d18e121fd318
i2TECHLABS PVT LTD,86516e24-ab00-4219-81e2-8a68f48ade6b
MyStarCloud Solutions,f4eeb87b-766f-41e1-9ddd-5169ff2e036c
Maha Sagar Mayur Pasalapudi,ff313fd2-564a-45b6-b63b-123b2786d89e
    Jupiter  Lifeline Hospital Ltd,b0e0b885-4ecd-4b44-a47c-2fb061d9ea7f
"Ceremorphic, Inc.",adeafed9-d7d2-42f5-86d1-022e3b0a0d9e
Go Digital Path,45fc4457-a5c8-4442-81e8-7df89a49648f
Al- Wadud foundation and charitable trust,f0f09f87-8d88-4c63-896f-f1d96e6c7b6c
Enhanced Revenue Solutions,e7eb2b37-9b8e-42b7-abf1-f7b3fb1c62d9
GemLab Laboratories,7d38bacf-3be2-43c7-b5a2-644231df4faf
Consummate Taxation,f75a7594-4f28-4001-b499-13142f879382
BUILTEN ARCHITECTURE AND DESIGN CONSULTANCY,483cd4c6-0f83-439d-a5b2-392bb5185d07
MERABT TECHNOLOGIES PRIVATE LIMITED,f1a92fc5-45bb-4255-9528-6e87b3aff881
Social Welfare Department,cba2e53b-fb59-4286-a295-0fc1ba3e1439
OnezeroOne Technologies (OPC) Private limited,43cf840d-aa65-47a5-a37a-ffc5a5e55ea7
Sharad Insulations & Interiors Pvt. Ltd.,8907d539-6563-4116-b8c9-6136c66b7329
TATA CHEMICALS LIMITED,5f401fe9-8e95-47fe-8148-277d84c5c3b8
Zeliot,b124faa1-0257-47d5-9cfc-623c2dddcb5d
Scignyte Private Limited,ba38fad3-9ef6-4ce0-9f32-b743f35ba77c
Ceremorphic Technologies Private Limited,adeafed9-d7d2-42f5-86d1-022e3b0a0d9e
Annet Technologies (Gujarat),7f6ec862-e29c-4e32-8fc8-192ac66cfdca
Serole Technologies,4735b09f-18fc-4163-93dc-59129d324ff2
O365 Test Customer,8311e1f2-05a9-4eaa-8fc1-494dfef1413a
SOC Experts,9b3d83d3-3c99-4320-b810-ea46a4f68c7d
SKADE MINERALS LLP,55865f7b-407d-4218-9b1c-3eb75610ee16
IFlowTech Solutions Private Limited,bf14ed62-7d6f-460d-b00a-1d69fd5410e2
MYAIRBOOK TECHNOLOGIES PVT LTD,f2062c4c-978b-4a7c-a4c1-48cce2f417c9
West Agile IT Labs India Pvt. Ltd,96ab60a4-4f8a-42d7-bd7c-60a66e664e12
Integrated Geo Instruments & Services (P) Ltd.,fca86f3b-9e51-4232-bb30-85b70154595c
DGS ASSOCIATES,acf47cce-de1d-4afe-8177-671593c94e96
M/s. Lite Auto Components Pvt Ltd,599bfea8-2fa7-4906-9c53-10c05a1230c9
Royalux Lighting Pvt. Ltd.,bc490d76-8678-4e7d-8d93-992bd7210540
Merabt Technologies Pvt Ltd,d6b4ebff-bfcc-439b-a128-09bc06cacd8e
iTriangle Infotech Private Limited,154f6004-4a4c-482c-baff-e98a112cb010
Jobs Xpert,6bf5d35b-aa9c-4dfd-bc9c-d8ed9f513605
Lite Magnesium Produucts  Pvt Ltd.,9c8a0091-c084-4228-beea-c9c68ba9f374
Upscalio India Private Limited,254ce867-9dd0-4a36-bda7-c70667ecb822
GY Foundation,95d081a1-9b28-47c4-8d67-0848ec51d1ce
odwen,60d8f7b4-9376-4ffc-803b-e771faff9b85
Manjeera Hospitality (Rajahmundry) Pvt.Ltd,7046662c-a4d2-48d7-a754-058b6f3b646a
Audree Infotech Pvt Ltd,87596005-68b1-4e6d-a015-9bb1eac2ee5c
WebX Integrated Marketing Solutions,f04f32f0-d636-4bc7-a5b6-bfa4899ff28f
GREATINDIA MEDIA AND ENTERTAINMENT PRIVATE LIMITED,f4f8cbc1-08f0-4e6e-8c62-54e8393a5768
Bridgesoft Solutions,38682bc4-20d9-495b-bdb4-2c7caa87177e
PRAXON TECHNOVATIONS,766afffa-ee14-487e-a3fb-cab69b1d66f3
Ecotech Engineering Consultancy Pvt. Ltd,aecd689a-78b0-4da6-8cab-36fb92127433
HueBright Colors Pvt. Ltd.,01521b02-e3c7-451f-b917-01afbfe225ed
GAC Consultants LLP,72efcbd9-f6fa-4495-a4f6-5ff3b237b2cb
HealthPlix Technologies,81c384b6-a5e8-4c99-96fd-e3593fc6cab3
PILOG India Private Limited,44d0ecc3-9123-4321-ad8a-cdd4d4a9941c
Altius Tech Insurance Broking Private Limited,a6de5489-d935-4a0e-a7d7-7e316a13db43
Almoh Media india Pvt. Ltd,816fdfcb-4105-4d3f-8d55-837ce00bb8bf
HttpCart Technologies Private Limited,c883bc97-5f2f-419a-b057-849a6e56270c
PC Solutions & Services,36d899e1-25ab-4af4-bc9d-3266bfd72786
PC Solutions & Services,da490eb2-36bb-47ec-b5c3-4586c01b25a5
Tritainer,bd6433c6-78b8-45d2-8f48-aeb9c6ffc1b7
OrangeScape Technologies,25405880-9add-44cf-b1e6-a35c9b506366
AKLR & Co LLP,f8cdb7da-0f45-4edc-a078-1e450a9e61d2
Jobin Mathew,e59ab4a4-92f4-49af-adfb-1a7015b56d5a
Flink Group,ddb639f2-c92b-4d0f-abf8-0d311081ab4a
HueBright Colors and Inks Pvt. Ltd.,24c918ac-8028-41db-bf73-da6bb388cc67
Sunanda Kumar K,fdbb81fc-d2c0-4289-8998-3b9ebe907e94
ACPL FINVEST PRIVATE LIMITED,4d0499c3-e6e9-4273-98c1-50d38ee79c58
Zuci,f609f5e5-b221-43f3-be25-48bb8ce0552e
Indus Novateur Softech Private Limited,4aaf3dfd-50b4-44b1-8981-f5ba9bcf5ffd
Henceworth Technologies Private Limited,f24c4885-c200-4e17-acba-4fc04244ad48
NextGen Invitro Diagnostics Pvt Ltd,abad57a6-d994-4c2b-bf21-f05a46ddaa73
ASCHER JEWELS PRIVATE LIMITED,22aa78b5-bcc3-42ee-8544-1e1a890b8387
Unisis Systems And Solutions (India) Pvt Ltd ,d30bfb59-3fb5-42b7-9a84-1046027e89f5
Pangean Global Services Private Limited,271b98c6-9f63-4efe-acd4-09a10eafe61f
National Housing Bank,5c3c17a4-3f9e-4f7a-b48f-4af7282e3e39
rallis.com,5fd29256-6365-4b91-abce-76991fd78388
Wilmer Technologies LLP,e3f997b9-a18c-428e-b058-2734ccedcbd9
Innoworx Technology Services LLC,d66e5f65-e993-4d4e-8720-1af3a3852852
Mount Meru India Private Limited,159bae8b-5ebc-47ed-bdf8-3509ce62cf37
INCOR HOSPITALS PVT LTD CORPORATE,05ae4b92-3c19-45db-ae38-45b037549551
Hubbinger,72b6d9f3-c50e-4f50-a521-c8442b2c872f
I&C TAX SOLUTIONS.,8147bfaa-3b6a-449c-8cc1-c4a0df91e7f1
NGC ENERGY INDIA PRIVATE LIMITED,f2ada239-e9df-4671-b856-028bd9c328e1
CAWStudios-AAD,3fa43bbd-2c24-4574-bffa-7db110894d94
Endpoint Data Analytics,d64d3cba-c542-4a01-b8f4-ba5f5a3aa639
VICTORY PHOTO CENTRE,3e4cc320-0326-4954-b663-f60262970b5d
Propeltech labs India Pvt Ltd,a8df62d0-eea9-44ce-b4a2-65baa6380fe4
